image_id,image_path,bbox_left,bbox_top,bbox_width,bbox_height,score,object_category
0000323_02601_d_0000645,D:\Projects\enemy_detection_project\data\images\0000323_02601_d_0000645.jpg,279.0,551.0,25.0,54.0,1.0,1
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,708.0,279.0,14.0,11.0,1.0,4
0000287_01401_d_0000766,D:\Projects\enemy_detection_project\data\images\0000287_01401_d_0000766.jpg,760.0,373.0,32.0,32.0,1.0,5
0000335_00981_d_0000048,D:\Projects\enemy_detection_project\data\images\0000335_00981_d_0000048.jpg,585.0,211.0,7.0,7.0,1.0,4
0000295_02000_d_0000031,D:\Projects\enemy_detection_project\data\images\0000295_02000_d_0000031.jpg,694.0,313.0,4.0,14.0,1.0,1
0000301_00001_d_0000156,D:\Projects\enemy_detection_project\data\images\0000301_00001_d_0000156.jpg,613.0,176.0,10.0,27.0,1.0,1
0000076_02142_d_0000009,D:\Projects\enemy_detection_project\data\images\0000076_02142_d_0000009.jpg,391.0,166.0,257.0,122.0,1.0,6
0000277_02401_d_0000551,D:\Projects\enemy_detection_project\data\images\0000277_02401_d_0000551.jpg,808.0,97.0,44.0,20.0,1.0,4
0000289_04201_d_0000832,D:\Projects\enemy_detection_project\data\images\0000289_04201_d_0000832.jpg,921.0,215.0,10.0,46.0,1.0,1
0000242_06010_d_0000017,D:\Projects\enemy_detection_project\data\images\0000242_06010_d_0000017.jpg,370.0,265.0,8.0,9.0,1.0,7
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,740.0,373.0,27.0,22.0,1.0,4
0000244_03500_d_0000008,D:\Projects\enemy_detection_project\data\images\0000244_03500_d_0000008.jpg,690.0,280.0,13.0,7.0,1.0,10
0000356_01569_d_0000637,D:\Projects\enemy_detection_project\data\images\0000356_01569_d_0000637.jpg,1086.0,147.0,9.0,18.0,1.0,1
0000356_01177_d_0000635,D:\Projects\enemy_detection_project\data\images\0000356_01177_d_0000635.jpg,1269.0,147.0,91.0,32.0,0.0,0
0000055_00000_d_0000109,D:\Projects\enemy_detection_project\data\images\0000055_00000_d_0000109.jpg,471.0,63.0,13.0,37.0,1.0,1
0000293_03601_d_0000940,D:\Projects\enemy_detection_project\data\images\0000293_03601_d_0000940.jpg,518.0,277.0,27.0,23.0,1.0,4
0000291_02601_d_0000881,D:\Projects\enemy_detection_project\data\images\0000291_02601_d_0000881.jpg,659.0,90.0,49.0,25.0,1.0,4
0000276_04201_d_0000528,D:\Projects\enemy_detection_project\data\images\0000276_04201_d_0000528.jpg,118.0,477.0,261.0,276.0,1.0,6
0000280_03401_d_0000629,D:\Projects\enemy_detection_project\data\images\0000280_03401_d_0000629.jpg,762.0,90.0,6.0,7.0,1.0,4
0000289_03801_d_0000830,D:\Projects\enemy_detection_project\data\images\0000289_03801_d_0000830.jpg,744.0,110.0,10.0,27.0,1.0,1
0000216_00520_d_0000001,D:\Projects\enemy_detection_project\data\images\0000216_00520_d_0000001.jpg,804.0,585.0,27.0,64.0,1.0,5
0000244_05900_d_0000013,D:\Projects\enemy_detection_project\data\images\0000244_05900_d_0000013.jpg,489.0,288.0,42.0,23.0,0.0,0
0000213_03920_d_0000243,D:\Projects\enemy_detection_project\data\images\0000213_03920_d_0000243.jpg,821.0,203.0,22.0,28.0,1.0,8
0000358_03333_d_0000697,D:\Projects\enemy_detection_project\data\images\0000358_03333_d_0000697.jpg,996.0,154.0,4.0,8.0,1.0,2
0000360_03137_d_0000729,D:\Projects\enemy_detection_project\data\images\0000360_03137_d_0000729.jpg,238.0,358.0,36.0,33.0,1.0,10
0000330_01201_d_0000806,D:\Projects\enemy_detection_project\data\images\0000330_01201_d_0000806.jpg,905.0,147.0,32.0,19.0,1.0,4
0000271_03801_d_0000391,D:\Projects\enemy_detection_project\data\images\0000271_03801_d_0000391.jpg,253.0,496.0,144.0,59.0,1.0,4
0000360_07253_d_0000750,D:\Projects\enemy_detection_project\data\images\0000360_07253_d_0000750.jpg,1122.0,376.0,39.0,85.0,1.0,10
0000291_03801_d_0000887,D:\Projects\enemy_detection_project\data\images\0000291_03801_d_0000887.jpg,1180.0,630.0,37.0,37.0,1.0,2
0000155_01601_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_01601_d_0000001.jpg,283.0,241.0,12.0,16.0,1.0,10
0000287_05001_d_0000782,D:\Projects\enemy_detection_project\data\images\0000287_05001_d_0000782.jpg,762.0,144.0,38.0,62.0,1.0,4
0000242_05059_d_0000015,D:\Projects\enemy_detection_project\data\images\0000242_05059_d_0000015.jpg,715.0,218.0,12.0,15.0,1.0,3
0000193_01705_d_0000112,D:\Projects\enemy_detection_project\data\images\0000193_01705_d_0000112.jpg,512.0,219.0,20.0,18.0,1.0,10
0000277_03201_d_0000554,D:\Projects\enemy_detection_project\data\images\0000277_03201_d_0000554.jpg,747.0,192.0,93.0,36.0,1.0,4
0000271_00801_d_0000378,D:\Projects\enemy_detection_project\data\images\0000271_00801_d_0000378.jpg,246.0,196.0,18.0,35.0,1.0,1
0000024_00000_d_0000012,D:\Projects\enemy_detection_project\data\images\0000024_00000_d_0000012.jpg,809.0,234.0,14.0,30.0,1.0,1
0000277_00001_d_0000539,D:\Projects\enemy_detection_project\data\images\0000277_00001_d_0000539.jpg,203.0,568.0,81.0,27.0,1.0,4
0000330_00801_d_0000804,D:\Projects\enemy_detection_project\data\images\0000330_00801_d_0000804.jpg,849.0,389.0,66.0,59.0,1.0,4
0000316_00001_d_0000519,D:\Projects\enemy_detection_project\data\images\0000316_00001_d_0000519.jpg,832.0,401.0,7.0,29.0,1.0,1
0000291_05001_d_0000892,D:\Projects\enemy_detection_project\data\images\0000291_05001_d_0000892.jpg,758.0,64.0,29.0,35.0,1.0,4
0000276_01801_d_0000516,D:\Projects\enemy_detection_project\data\images\0000276_01801_d_0000516.jpg,669.0,250.0,18.0,30.0,1.0,6
0000289_04001_d_0000831,D:\Projects\enemy_detection_project\data\images\0000289_04001_d_0000831.jpg,781.0,10.0,7.0,22.0,1.0,1
0000213_03920_d_0000243,D:\Projects\enemy_detection_project\data\images\0000213_03920_d_0000243.jpg,713.0,196.0,11.0,27.0,1.0,2
0000086_01954_d_0000005,D:\Projects\enemy_detection_project\data\images\0000086_01954_d_0000005.jpg,348.0,26.0,5.0,11.0,1.0,1
0000213_03920_d_0000243,D:\Projects\enemy_detection_project\data\images\0000213_03920_d_0000243.jpg,722.0,151.0,11.0,21.0,1.0,2
0000330_01601_d_0000808,D:\Projects\enemy_detection_project\data\images\0000330_01601_d_0000808.jpg,273.0,213.0,23.0,24.0,1.0,4
0000194_00399_d_0000121,D:\Projects\enemy_detection_project\data\images\0000194_00399_d_0000121.jpg,401.0,322.0,5.0,14.0,1.0,2
0000244_03500_d_0000008,D:\Projects\enemy_detection_project\data\images\0000244_03500_d_0000008.jpg,721.0,432.0,11.0,30.0,1.0,1
0000291_03201_d_0000884,D:\Projects\enemy_detection_project\data\images\0000291_03201_d_0000884.jpg,876.0,66.0,27.0,10.0,1.0,4
0000280_00601_d_0000615,D:\Projects\enemy_detection_project\data\images\0000280_00601_d_0000615.jpg,866.0,259.0,44.0,36.0,1.0,4
0000194_00800_d_0000123,D:\Projects\enemy_detection_project\data\images\0000194_00800_d_0000123.jpg,685.0,500.0,24.0,36.0,1.0,1
0000295_02000_d_0000031,D:\Projects\enemy_detection_project\data\images\0000295_02000_d_0000031.jpg,1109.0,639.0,40.0,40.0,1.0,10
0000116_00351_d_0000083,D:\Projects\enemy_detection_project\data\images\0000116_00351_d_0000083.jpg,328.0,496.0,18.0,37.0,1.0,2
0000280_03401_d_0000629,D:\Projects\enemy_detection_project\data\images\0000280_03401_d_0000629.jpg,624.0,335.0,47.0,47.0,1.0,4
0000193_01876_d_0000113,D:\Projects\enemy_detection_project\data\images\0000193_01876_d_0000113.jpg,347.0,184.0,8.0,14.0,1.0,10
0000327_02801_d_0000725,D:\Projects\enemy_detection_project\data\images\0000327_02801_d_0000725.jpg,432.0,288.0,14.0,34.0,1.0,2
0000327_00001_d_0000711,D:\Projects\enemy_detection_project\data\images\0000327_00001_d_0000711.jpg,648.0,165.0,24.0,36.0,1.0,5
0000220_01242_d_0000004,D:\Projects\enemy_detection_project\data\images\0000220_01242_d_0000004.jpg,754.0,190.0,44.0,32.0,0.0,0
0000312_04201_d_0000435,D:\Projects\enemy_detection_project\data\images\0000312_04201_d_0000435.jpg,134.0,712.0,24.0,22.0,1.0,2
0000244_04400_d_0000010,D:\Projects\enemy_detection_project\data\images\0000244_04400_d_0000010.jpg,451.0,352.0,11.0,26.0,1.0,1
0000356_04901_d_0000654,D:\Projects\enemy_detection_project\data\images\0000356_04901_d_0000654.jpg,1171.0,145.0,183.0,36.0,0.0,0
0000193_01876_d_0000113,D:\Projects\enemy_detection_project\data\images\0000193_01876_d_0000113.jpg,778.0,273.0,14.0,23.0,1.0,2
0000289_05001_d_0000836,D:\Projects\enemy_detection_project\data\images\0000289_05001_d_0000836.jpg,841.0,76.0,51.0,21.0,1.0,7
0000271_06201_d_0000403,D:\Projects\enemy_detection_project\data\images\0000271_06201_d_0000403.jpg,231.0,308.0,58.0,45.0,1.0,4
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,799.0,596.0,54.0,58.0,1.0,4
0000271_00601_d_0000377,D:\Projects\enemy_detection_project\data\images\0000271_00601_d_0000377.jpg,997.0,349.0,99.0,52.0,1.0,5
0000295_01200_d_0000027,D:\Projects\enemy_detection_project\data\images\0000295_01200_d_0000027.jpg,1017.0,576.0,18.0,28.0,1.0,2
0000360_05293_d_0000740,D:\Projects\enemy_detection_project\data\images\0000360_05293_d_0000740.jpg,16.0,463.0,37.0,68.0,1.0,1
0000291_02601_d_0000881,D:\Projects\enemy_detection_project\data\images\0000291_02601_d_0000881.jpg,1130.0,285.0,16.0,36.0,1.0,1
0000330_01201_d_0000806,D:\Projects\enemy_detection_project\data\images\0000330_01201_d_0000806.jpg,496.0,359.0,60.0,73.0,1.0,4
0000289_06601_d_0000844,D:\Projects\enemy_detection_project\data\images\0000289_06601_d_0000844.jpg,709.0,57.0,28.0,33.0,1.0,5
0000155_01601_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_01601_d_0000001.jpg,485.0,318.0,16.0,26.0,1.0,2
0000327_01401_d_0000718,D:\Projects\enemy_detection_project\data\images\0000327_01401_d_0000718.jpg,79.0,70.0,39.0,31.0,1.0,4
0000289_06801_d_0000845,D:\Projects\enemy_detection_project\data\images\0000289_06801_d_0000845.jpg,327.0,489.0,54.0,71.0,1.0,4
0000289_03001_d_0000826,D:\Projects\enemy_detection_project\data\images\0000289_03001_d_0000826.jpg,454.0,127.0,43.0,20.0,1.0,7
0000330_02801_d_0000814,D:\Projects\enemy_detection_project\data\images\0000330_02801_d_0000814.jpg,1111.0,164.0,14.0,37.0,1.0,2
0000223_01802_d_0000005,D:\Projects\enemy_detection_project\data\images\0000223_01802_d_0000005.jpg,662.0,306.0,41.0,18.0,1.0,5
0000287_01401_d_0000766,D:\Projects\enemy_detection_project\data\images\0000287_01401_d_0000766.jpg,508.0,381.0,11.0,21.0,1.0,2
0000277_02601_d_0000552,D:\Projects\enemy_detection_project\data\images\0000277_02601_d_0000552.jpg,229.0,109.0,7.0,8.0,1.0,4
0000276_00601_d_0000510,D:\Projects\enemy_detection_project\data\images\0000276_00601_d_0000510.jpg,797.0,101.0,11.0,11.0,1.0,4
0000323_02601_d_0000645,D:\Projects\enemy_detection_project\data\images\0000323_02601_d_0000645.jpg,363.0,23.0,17.0,12.0,1.0,4
0000277_02001_d_0000549,D:\Projects\enemy_detection_project\data\images\0000277_02001_d_0000549.jpg,315.0,87.0,43.0,42.0,1.0,4
0000287_00401_d_0000761,D:\Projects\enemy_detection_project\data\images\0000287_00401_d_0000761.jpg,503.0,105.0,19.0,17.0,1.0,4
0000280_03201_d_0000628,D:\Projects\enemy_detection_project\data\images\0000280_03201_d_0000628.jpg,863.0,255.0,48.0,22.0,1.0,4
0000162_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000162_00801_d_0000001.jpg,203.0,208.0,80.0,85.0,0.0,0
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,773.0,143.0,25.0,31.0,1.0,7
0000289_05601_d_0000839,D:\Projects\enemy_detection_project\data\images\0000289_05601_d_0000839.jpg,421.0,452.0,71.0,104.0,1.0,4
0000244_01000_d_0000003,D:\Projects\enemy_detection_project\data\images\0000244_01000_d_0000003.jpg,392.0,115.0,4.0,5.0,1.0,2
0000291_05001_d_0000892,D:\Projects\enemy_detection_project\data\images\0000291_05001_d_0000892.jpg,882.0,0.0,26.0,17.0,1.0,4
0000244_04400_d_0000010,D:\Projects\enemy_detection_project\data\images\0000244_04400_d_0000010.jpg,104.0,191.0,34.0,29.0,1.0,4
0000291_01001_d_0000873,D:\Projects\enemy_detection_project\data\images\0000291_01001_d_0000873.jpg,454.0,139.0,31.0,44.0,1.0,5
0000289_05801_d_0000840,D:\Projects\enemy_detection_project\data\images\0000289_05801_d_0000840.jpg,320.0,295.0,34.0,25.0,1.0,10
0000327_00601_d_0000714,D:\Projects\enemy_detection_project\data\images\0000327_00601_d_0000714.jpg,668.0,97.0,7.0,15.0,1.0,10
0000289_05001_d_0000836,D:\Projects\enemy_detection_project\data\images\0000289_05001_d_0000836.jpg,1175.0,435.0,47.0,38.0,1.0,10
0000364_01765_d_0000782,D:\Projects\enemy_detection_project\data\images\0000364_01765_d_0000782.jpg,318.0,478.0,22.0,56.0,1.0,1
0000271_07001_d_0000407,D:\Projects\enemy_detection_project\data\images\0000271_07001_d_0000407.jpg,1005.0,38.0,5.0,14.0,1.0,1
0000327_01001_d_0000716,D:\Projects\enemy_detection_project\data\images\0000327_01001_d_0000716.jpg,683.0,53.0,5.0,15.0,1.0,10
0000289_02601_d_0000824,D:\Projects\enemy_detection_project\data\images\0000289_02601_d_0000824.jpg,815.0,438.0,29.0,28.0,1.0,3
0000162_01058_d_0000001,D:\Projects\enemy_detection_project\data\images\0000162_01058_d_0000001.jpg,233.0,252.0,33.0,31.0,1.0,10
0000346_00001_d_0000346,D:\Projects\enemy_detection_project\data\images\0000346_00001_d_0000346.jpg,398.0,154.0,82.0,35.0,1.0,4
0000276_02401_d_0000519,D:\Projects\enemy_detection_project\data\images\0000276_02401_d_0000519.jpg,594.0,118.0,8.0,6.0,1.0,4
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,805.0,437.0,16.0,25.0,1.0,2
0000323_02601_d_0000645,D:\Projects\enemy_detection_project\data\images\0000323_02601_d_0000645.jpg,264.0,111.0,32.0,42.0,1.0,5
0000244_02500_d_0000006,D:\Projects\enemy_detection_project\data\images\0000244_02500_d_0000006.jpg,384.0,343.0,13.0,16.0,1.0,4
0000333_02745_d_0000015,D:\Projects\enemy_detection_project\data\images\0000333_02745_d_0000015.jpg,1082.0,265.0,39.0,20.0,1.0,5
0000360_02941_d_0000728,D:\Projects\enemy_detection_project\data\images\0000360_02941_d_0000728.jpg,1229.0,103.0,59.0,38.0,1.0,4
0000315_01601_d_0000509,D:\Projects\enemy_detection_project\data\images\0000315_01601_d_0000509.jpg,624.0,638.0,59.0,104.0,1.0,4
0000330_02001_d_0000810,D:\Projects\enemy_detection_project\data\images\0000330_02001_d_0000810.jpg,648.0,218.0,5.0,24.0,1.0,1
0000312_01201_d_0000420,D:\Projects\enemy_detection_project\data\images\0000312_01201_d_0000420.jpg,476.0,48.0,12.0,17.0,1.0,10
0000295_00600_d_0000024,D:\Projects\enemy_detection_project\data\images\0000295_00600_d_0000024.jpg,905.0,409.0,5.0,13.0,1.0,1
0000360_00981_d_0000718,D:\Projects\enemy_detection_project\data\images\0000360_00981_d_0000718.jpg,238.0,60.0,10.0,18.0,1.0,10
0000360_06861_d_0000748,D:\Projects\enemy_detection_project\data\images\0000360_06861_d_0000748.jpg,579.0,135.0,66.0,75.0,1.0,4
0000360_02745_d_0000727,D:\Projects\enemy_detection_project\data\images\0000360_02745_d_0000727.jpg,1210.0,305.0,119.0,54.0,1.0,4
0000333_03333_d_0000018,D:\Projects\enemy_detection_project\data\images\0000333_03333_d_0000018.jpg,800.0,156.0,22.0,46.0,1.0,4
0000055_00000_d_0000109,D:\Projects\enemy_detection_project\data\images\0000055_00000_d_0000109.jpg,284.0,159.0,22.0,33.0,1.0,2
0000193_02416_d_0000116,D:\Projects\enemy_detection_project\data\images\0000193_02416_d_0000116.jpg,400.0,521.0,49.0,19.0,1.0,5
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,333.0,562.0,21.0,31.0,1.0,1
0000303_03401_d_0000200,D:\Projects\enemy_detection_project\data\images\0000303_03401_d_0000200.jpg,502.0,318.0,7.0,15.0,1.0,10
0000154_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00001_d_0000001.jpg,224.0,285.0,9.0,27.0,1.0,1
0000335_04117_d_0000064,D:\Projects\enemy_detection_project\data\images\0000335_04117_d_0000064.jpg,594.0,133.0,14.0,34.0,1.0,1
0000116_01338_d_0000086,D:\Projects\enemy_detection_project\data\images\0000116_01338_d_0000086.jpg,447.0,213.0,6.0,20.0,1.0,1
0000276_02201_d_0000518,D:\Projects\enemy_detection_project\data\images\0000276_02201_d_0000518.jpg,578.0,151.0,11.0,10.0,1.0,4
0000330_00401_d_0000802,D:\Projects\enemy_detection_project\data\images\0000330_00401_d_0000802.jpg,842.0,156.0,24.0,29.0,1.0,5
0000295_01800_d_0000030,D:\Projects\enemy_detection_project\data\images\0000295_01800_d_0000030.jpg,623.0,275.0,5.0,13.0,1.0,1
0000312_01201_d_0000420,D:\Projects\enemy_detection_project\data\images\0000312_01201_d_0000420.jpg,1072.0,0.0,11.0,25.0,1.0,1
0000213_05340_d_0000246,D:\Projects\enemy_detection_project\data\images\0000213_05340_d_0000246.jpg,786.0,328.0,52.0,29.0,1.0,7
0000291_00601_d_0000871,D:\Projects\enemy_detection_project\data\images\0000291_00601_d_0000871.jpg,209.0,225.0,63.0,50.0,1.0,4
0000026_04000_d_0000032,D:\Projects\enemy_detection_project\data\images\0000026_04000_d_0000032.jpg,301.0,186.0,126.0,81.0,1.0,5
0000330_00601_d_0000803,D:\Projects\enemy_detection_project\data\images\0000330_00601_d_0000803.jpg,863.0,151.0,25.0,19.0,1.0,4
0000301_01201_d_0000162,D:\Projects\enemy_detection_project\data\images\0000301_01201_d_0000162.jpg,981.0,141.0,44.0,17.0,1.0,4
0000280_00201_d_0000613,D:\Projects\enemy_detection_project\data\images\0000280_00201_d_0000613.jpg,763.0,95.0,38.0,33.0,1.0,4
0000276_02801_d_0000521,D:\Projects\enemy_detection_project\data\images\0000276_02801_d_0000521.jpg,589.0,118.0,15.0,22.0,1.0,6
0000345_07057_d_0000345,D:\Projects\enemy_detection_project\data\images\0000345_07057_d_0000345.jpg,113.0,175.0,13.0,22.0,1.0,2
0000269_00601_d_0000351,D:\Projects\enemy_detection_project\data\images\0000269_00601_d_0000351.jpg,595.0,382.0,13.0,23.0,1.0,2
0000356_01177_d_0000635,D:\Projects\enemy_detection_project\data\images\0000356_01177_d_0000635.jpg,410.0,241.0,13.0,32.0,1.0,1
0000289_04801_d_0000835,D:\Projects\enemy_detection_project\data\images\0000289_04801_d_0000835.jpg,677.0,312.0,22.0,30.0,1.0,2
0000291_03601_d_0000886,D:\Projects\enemy_detection_project\data\images\0000291_03601_d_0000886.jpg,1102.0,344.0,26.0,46.0,1.0,1
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,867.0,596.0,21.0,40.0,1.0,2
0000360_06273_d_0000745,D:\Projects\enemy_detection_project\data\images\0000360_06273_d_0000745.jpg,882.0,116.0,156.0,81.0,0.0,0
0000117_00112_d_0000087,D:\Projects\enemy_detection_project\data\images\0000117_00112_d_0000087.jpg,420.0,57.0,12.0,23.0,1.0,1
0000277_01801_d_0000548,D:\Projects\enemy_detection_project\data\images\0000277_01801_d_0000548.jpg,710.0,112.0,50.0,22.0,1.0,4
0000301_00001_d_0000156,D:\Projects\enemy_detection_project\data\images\0000301_00001_d_0000156.jpg,159.0,155.0,44.0,26.0,1.0,4
0000295_01000_d_0000026,D:\Projects\enemy_detection_project\data\images\0000295_01000_d_0000026.jpg,748.0,215.0,9.0,8.0,1.0,4
0000215_01395_d_0000259,D:\Projects\enemy_detection_project\data\images\0000215_01395_d_0000259.jpg,668.0,411.0,53.0,86.0,1.0,4
0000242_02400_d_0000009,D:\Projects\enemy_detection_project\data\images\0000242_02400_d_0000009.jpg,704.0,383.0,15.0,33.0,1.0,10
0000242_06010_d_0000017,D:\Projects\enemy_detection_project\data\images\0000242_06010_d_0000017.jpg,504.0,320.0,6.0,16.0,1.0,1
0000330_00201_d_0000801,D:\Projects\enemy_detection_project\data\images\0000330_00201_d_0000801.jpg,1127.0,509.0,15.0,33.0,1.0,1
0000316_00201_d_0000520,D:\Projects\enemy_detection_project\data\images\0000316_00201_d_0000520.jpg,483.0,516.0,29.0,63.0,1.0,8
0000360_00393_d_0000715,D:\Projects\enemy_detection_project\data\images\0000360_00393_d_0000715.jpg,554.0,52.0,7.0,13.0,1.0,3
0000244_02500_d_0000006,D:\Projects\enemy_detection_project\data\images\0000244_02500_d_0000006.jpg,451.0,225.0,5.0,4.0,1.0,4
0000242_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000242_00001_d_0000001.jpg,327.0,156.0,7.0,6.0,1.0,4
0000289_00201_d_0000812,D:\Projects\enemy_detection_project\data\images\0000289_00201_d_0000812.jpg,866.0,622.0,97.0,143.0,1.0,4
0000277_01401_d_0000546,D:\Projects\enemy_detection_project\data\images\0000277_01401_d_0000546.jpg,983.0,59.0,12.0,9.0,1.0,4
0000193_01497_d_0000111,D:\Projects\enemy_detection_project\data\images\0000193_01497_d_0000111.jpg,642.0,494.0,29.0,46.0,1.0,1
0000271_01201_d_0000379,D:\Projects\enemy_detection_project\data\images\0000271_01201_d_0000379.jpg,640.0,110.0,9.0,13.0,1.0,3
0000271_06201_d_0000403,D:\Projects\enemy_detection_project\data\images\0000271_06201_d_0000403.jpg,754.0,123.0,9.0,24.0,1.0,1
0000327_03001_d_0000726,D:\Projects\enemy_detection_project\data\images\0000327_03001_d_0000726.jpg,673.0,129.0,7.0,7.0,1.0,4
0000269_00001_d_0000348,D:\Projects\enemy_detection_project\data\images\0000269_00001_d_0000348.jpg,546.0,284.0,23.0,18.0,1.0,4
0000330_01401_d_0000807,D:\Projects\enemy_detection_project\data\images\0000330_01401_d_0000807.jpg,845.0,394.0,129.0,48.0,1.0,4
0000330_03001_d_0000815,D:\Projects\enemy_detection_project\data\images\0000330_03001_d_0000815.jpg,1249.0,212.0,96.0,44.0,1.0,4
0000330_00201_d_0000801,D:\Projects\enemy_detection_project\data\images\0000330_00201_d_0000801.jpg,839.0,148.0,23.0,27.0,1.0,5
0000333_02941_d_0000016,D:\Projects\enemy_detection_project\data\images\0000333_02941_d_0000016.jpg,0.0,329.0,36.0,20.0,1.0,4
0000295_02900_d_0000034,D:\Projects\enemy_detection_project\data\images\0000295_02900_d_0000034.jpg,1209.0,532.0,13.0,33.0,1.0,1
0000086_01954_d_0000005,D:\Projects\enemy_detection_project\data\images\0000086_01954_d_0000005.jpg,74.0,93.0,11.0,25.0,1.0,1
0000215_00000_d_0000256,D:\Projects\enemy_detection_project\data\images\0000215_00000_d_0000256.jpg,492.0,148.0,25.0,24.0,1.0,8
0000360_00197_d_0000714,D:\Projects\enemy_detection_project\data\images\0000360_00197_d_0000714.jpg,633.0,153.0,49.0,38.0,1.0,4
0000346_01961_d_0000356,D:\Projects\enemy_detection_project\data\images\0000346_01961_d_0000356.jpg,695.0,230.0,14.0,25.0,1.0,2
0000244_02000_d_0000005,D:\Projects\enemy_detection_project\data\images\0000244_02000_d_0000005.jpg,509.0,272.0,25.0,12.0,1.0,4
0000295_02200_d_0000032,D:\Projects\enemy_detection_project\data\images\0000295_02200_d_0000032.jpg,1166.0,524.0,32.0,25.0,1.0,3
0000316_02201_d_0000530,D:\Projects\enemy_detection_project\data\images\0000316_02201_d_0000530.jpg,1030.0,203.0,19.0,39.0,1.0,1
0000280_00401_d_0000614,D:\Projects\enemy_detection_project\data\images\0000280_00401_d_0000614.jpg,301.0,132.0,49.0,26.0,1.0,4
0000296_01001_d_0000040,D:\Projects\enemy_detection_project\data\images\0000296_01001_d_0000040.jpg,556.0,169.0,7.0,19.0,1.0,1
0000295_02900_d_0000034,D:\Projects\enemy_detection_project\data\images\0000295_02900_d_0000034.jpg,1206.0,332.0,9.0,26.0,1.0,1
0000289_06601_d_0000844,D:\Projects\enemy_detection_project\data\images\0000289_06601_d_0000844.jpg,918.0,366.0,102.0,73.0,1.0,4
0000327_01401_d_0000718,D:\Projects\enemy_detection_project\data\images\0000327_01401_d_0000718.jpg,211.0,53.0,51.0,20.0,1.0,4
0000313_06601_d_0000469,D:\Projects\enemy_detection_project\data\images\0000313_06601_d_0000469.jpg,271.0,269.0,13.0,4.0,1.0,4
0000271_03001_d_0000387,D:\Projects\enemy_detection_project\data\images\0000271_03001_d_0000387.jpg,629.0,179.0,11.0,27.0,1.0,1
0000327_00201_d_0000712,D:\Projects\enemy_detection_project\data\images\0000327_00201_d_0000712.jpg,845.0,438.0,116.0,51.0,1.0,4
0000356_03333_d_0000646,D:\Projects\enemy_detection_project\data\images\0000356_03333_d_0000646.jpg,280.0,448.0,28.0,40.0,1.0,2
0000356_02745_d_0000643,D:\Projects\enemy_detection_project\data\images\0000356_02745_d_0000643.jpg,1238.0,173.0,13.0,18.0,1.0,10
0000213_04405_d_0000244,D:\Projects\enemy_detection_project\data\images\0000213_04405_d_0000244.jpg,670.0,56.0,48.0,21.0,1.0,4
0000289_07001_d_0000846,D:\Projects\enemy_detection_project\data\images\0000289_07001_d_0000846.jpg,976.0,511.0,14.0,21.0,1.0,10
0000295_00000_d_0000021,D:\Projects\enemy_detection_project\data\images\0000295_00000_d_0000021.jpg,329.0,376.0,14.0,26.0,1.0,2
0000327_00401_d_0000713,D:\Projects\enemy_detection_project\data\images\0000327_00401_d_0000713.jpg,681.0,78.0,6.0,16.0,1.0,10
0000327_04201_d_0000732,D:\Projects\enemy_detection_project\data\images\0000327_04201_d_0000732.jpg,631.0,301.0,8.0,21.0,1.0,3
0000277_01401_d_0000546,D:\Projects\enemy_detection_project\data\images\0000277_01401_d_0000546.jpg,893.0,73.0,17.0,15.0,0.0,0
0000280_01001_d_0000617,D:\Projects\enemy_detection_project\data\images\0000280_01001_d_0000617.jpg,810.0,424.0,10.0,18.0,1.0,2
0000335_02549_d_0000056,D:\Projects\enemy_detection_project\data\images\0000335_02549_d_0000056.jpg,576.0,122.0,16.0,14.0,1.0,4
0000271_06001_d_0000402,D:\Projects\enemy_detection_project\data\images\0000271_06001_d_0000402.jpg,777.0,16.0,5.0,15.0,1.0,1
0000154_02001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_02001_d_0000001.jpg,57.0,374.0,15.0,26.0,1.0,2
0000295_02000_d_0000031,D:\Projects\enemy_detection_project\data\images\0000295_02000_d_0000031.jpg,292.0,290.0,6.0,15.0,1.0,1
0000291_05001_d_0000892,D:\Projects\enemy_detection_project\data\images\0000291_05001_d_0000892.jpg,813.0,241.0,53.0,64.0,1.0,4
0000295_00800_d_0000025,D:\Projects\enemy_detection_project\data\images\0000295_00800_d_0000025.jpg,1126.0,545.0,14.0,33.0,1.0,1
